,strain,contig
1325,Cryptococcus_neoformans_draft_genome.fasta,">33787 4031 26599 3162+,1348-,1503+"
1326,Cryptococcus_neoformans_draft_genome.fasta,">33868 4011 26234 5186+,...,29615+"
1327,Cryptococcus_neoformans_draft_genome.fasta,">34929 3996 23725 27911+,...,32322-"
1328,Cryptococcus_neoformans_draft_genome.fasta,">35461 3995 24622 31650+,...,32985+"
1329,Cryptococcus_neoformans_draft_genome.fasta,">31190 3989 25217 8672+,26810-"
1330,Cryptococcus_neoformans_draft_genome.fasta,">34950 3986 43538 28370-,...,240+"
1331,Cryptococcus_neoformans_draft_genome.fasta,">35747 3986 72839 32952-,4295+,32777+"
1332,Cryptococcus_neoformans_draft_genome.fasta,">33846 3980 23942 4577+,30687+"
1333,Cryptococcus_neoformans_draft_genome.fasta,">32092 3967 24654 14392+,4562+,20168+"
1334,Cryptococcus_neoformans_draft_genome.fasta,">34653 3967 25679 21951+,32663-"
1335,Cryptococcus_neoformans_draft_genome.fasta,">34140 3966 27299 10361+,12614-,25895+"
1336,Cryptococcus_neoformans_draft_genome.fasta,">32492 3958 24683 17906-,19410+"
1337,Cryptococcus_neoformans_draft_genome.fasta,">34639 3953 24006 21712+,32281-"
1338,Cryptococcus_neoformans_draft_genome.fasta,">35600 3938 24422 32346+,16438+,1710+"
1339,Cryptococcus_neoformans_draft_genome.fasta,">34669 3879 27794 22237+,...,10227+"
1340,Cryptococcus_neoformans_draft_genome.fasta,">34901 3879 50292 27214+,...,11445-"
1341,Cryptococcus_neoformans_draft_genome.fasta,">34126 3858 21382 10166+,...,31923+"
1342,Cryptococcus_neoformans_draft_genome.fasta,">30112 3851 25777 3386+,...,9148+"
1343,Cryptococcus_neoformans_draft_genome.fasta,>17041 3850 23818
1344,Cryptococcus_neoformans_draft_genome.fasta,">35665 3842 24211 32617-,17447+"
1345,Cryptococcus_neoformans_draft_genome.fasta,">30343 3830 25261 4328-,13926+,25113-"
1346,Cryptococcus_neoformans_draft_genome.fasta,">35437 3787 22462 31532-,...,4205+"
1347,Cryptococcus_neoformans_draft_genome.fasta,">34766 3772 25558 24084-,...,2472+"
1348,Cryptococcus_neoformans_draft_genome.fasta,">35382 3770 28685 31254+,30743-"
1349,Cryptococcus_neoformans_draft_genome.fasta,">35622 3759 25429 32431-,13207+"
1350,Cryptococcus_neoformans_draft_genome.fasta,">33871 3756 24834 5234+,22826-"
1351,Cryptococcus_neoformans_draft_genome.fasta,">35480 3753 25050 31749+,...,17663+"
1352,Cryptococcus_neoformans_draft_genome.fasta,">34332 3745 21579 15039+,...,20144-"
1353,Cryptococcus_neoformans_draft_genome.fasta,">32175 3741 19928 15129-,...,17460+"
1354,Cryptococcus_neoformans_draft_genome.fasta,">34969 3737 25250 28614+,...,21068-"
1355,Cryptococcus_neoformans_draft_genome.fasta,">34781 3713 23498 24404+,8536-,29633+"
1356,Cryptococcus_neoformans_draft_genome.fasta,">34303 3703 23536 14657+,...,17305-"
1357,Cryptococcus_neoformans_draft_genome.fasta,">33905 3700 22888 5745+,...,3757+"
1358,Cryptococcus_neoformans_draft_genome.fasta,">33882 3699 23418 5387+,14318-,16424-"
1359,Cryptococcus_neoformans_draft_genome.fasta,">33731 3673 27273 1879-,...,26295-"
1360,Cryptococcus_neoformans_draft_genome.fasta,">34692 3673 23730 22635+,23736-,2871+"
1361,Cryptococcus_neoformans_draft_genome.fasta,">35398 3673 22695 31308+,30877+"
1362,Cryptococcus_neoformans_draft_genome.fasta,">33819 3667 27229 3679+,27198-,30527+"
1363,Cryptococcus_neoformans_draft_genome.fasta,">34141 3660 26004 10365+,...,4196+"
1364,Cryptococcus_neoformans_draft_genome.fasta,">35410 3657 25021 31385-,...,30845-"
1365,Cryptococcus_neoformans_draft_genome.fasta,">34005 3649 21054 7947+,30640+"
1366,Cryptococcus_neoformans_draft_genome.fasta,">35783 3645 55390 2280-,...,27586+"
1367,Cryptococcus_neoformans_draft_genome.fasta,">35027 3624 21397 29450+,33500+,29624+"
1368,Cryptococcus_neoformans_draft_genome.fasta,">32797 3618 22452 20976+,17594+,23238-"
1369,Cryptococcus_neoformans_draft_genome.fasta,">35509 3611 23176 31876+,...,27030-"
1370,Cryptococcus_neoformans_draft_genome.fasta,">33879 3610 24183 5333+,31105+"
1371,Cryptococcus_neoformans_draft_genome.fasta,">34611 3605 20752 21165+,...,8231-"
1372,Cryptococcus_neoformans_draft_genome.fasta,">31187 3595 21647 8628+,8446-,12831+"
1373,Cryptococcus_neoformans_draft_genome.fasta,">34915 3583 22812 27577+,30106+"
1374,Cryptococcus_neoformans_draft_genome.fasta,">35745 3580 56905 32952+,19715+,31538-"
1375,Cryptococcus_neoformans_draft_genome.fasta,>29208 3575 39417
1376,Cryptococcus_neoformans_draft_genome.fasta,">34672 3559 23770 22269+,16499-,29910+"
1377,Cryptococcus_neoformans_draft_genome.fasta,">33758 3557 27137 2491+,...,19311+"
1378,Cryptococcus_neoformans_draft_genome.fasta,">29358 3551 21292 362-,11905+"
1379,Cryptococcus_neoformans_draft_genome.fasta,">35210 3549 40417 30328-,...,30673+"
1380,Cryptococcus_neoformans_draft_genome.fasta,">32180 3538 22401 15152+,19087+"
1381,Cryptococcus_neoformans_draft_genome.fasta,">33811 3525 53702 3537+,...,10326-"
1382,Cryptococcus_neoformans_draft_genome.fasta,">34183 3524 20146 11368+,...,31777-"
1383,Cryptococcus_neoformans_draft_genome.fasta,">34365 3503 20125 15612+,33324+,32568+"
1384,Cryptococcus_neoformans_draft_genome.fasta,">35491 3496 23519 31799+,19353-,19834+"
1385,Cryptococcus_neoformans_draft_genome.fasta,>27424 3488 34026
1386,Cryptococcus_neoformans_draft_genome.fasta,">35165 3474 20329 30072+,...,29134+"
1387,Cryptococcus_neoformans_draft_genome.fasta,>16069 3465 21124
1388,Cryptococcus_neoformans_draft_genome.fasta,">35221 3453 20925 30430+,3464+"
1389,Cryptococcus_neoformans_draft_genome.fasta,">34048 3442 20683 8870+,...,30487-"
1390,Cryptococcus_neoformans_draft_genome.fasta,">34377 3441 20685 15763+,...,18539+"
1391,Cryptococcus_neoformans_draft_genome.fasta,">34249 3440 19999 12954-,...,9374-"
1392,Cryptococcus_neoformans_draft_genome.fasta,">30380 3439 22196 4554+,14530-"
1393,Cryptococcus_neoformans_draft_genome.fasta,">30387 3427 21751 4591-,...,8876-"
1394,Cryptococcus_neoformans_draft_genome.fasta,>28575 3418 23662
1395,Cryptococcus_neoformans_draft_genome.fasta,">34221 3415 47745 12330+,...,10986-"
1396,Cryptococcus_neoformans_draft_genome.fasta,">34607 3413 21367 21059+,31126-,30372+"
1397,Cryptococcus_neoformans_draft_genome.fasta,">33946 3395 33637 6500+,24113-"
1398,Cryptococcus_neoformans_draft_genome.fasta,">35304 3381 19694 30862-,...,19361+"
1399,Cryptococcus_neoformans_draft_genome.fasta,">34284 3361 20984 14125+,16724-"
1400,Cryptococcus_neoformans_draft_genome.fasta,">35445 3357 18445 31552-,...,14574-"
1401,Cryptococcus_neoformans_draft_genome.fasta,">34086 3356 21102 9387+,...,32820+"
1402,Cryptococcus_neoformans_draft_genome.fasta,">31013 3333 20744 7687-,28153-"
1403,Cryptococcus_neoformans_draft_genome.fasta,">34764 3331 21058 23993-,...,12532-"
1404,Cryptococcus_neoformans_draft_genome.fasta,">33668 3322 39469 570-,6322+,4238+"
1405,Cryptococcus_neoformans_draft_genome.fasta,">34194 3306 20228 11688+,...,30561-"
1406,Cryptococcus_neoformans_draft_genome.fasta,">35390 3298 21389 31279+,29666+"
1407,Cryptococcus_neoformans_draft_genome.fasta,">34821 3296 22005 25409+,...,22554+"
1408,Cryptococcus_neoformans_draft_genome.fasta,">30701 3288 21381 6130-,20706-"
1409,Cryptococcus_neoformans_draft_genome.fasta,">33685 3275 43638 770+,...,9574-"
1410,Cryptococcus_neoformans_draft_genome.fasta,">35650 3251 22006 32543-,31705+"
1411,Cryptococcus_neoformans_draft_genome.fasta,">34069 3245 18271 9100+,32560-"
1412,Cryptococcus_neoformans_draft_genome.fasta,>27143 3244 36531
1413,Cryptococcus_neoformans_draft_genome.fasta,">34546 3244 18807 19592+,33389+,29455+"
1414,Cryptococcus_neoformans_draft_genome.fasta,">34904 3240 18976 27365+,32769-"
1415,Cryptococcus_neoformans_draft_genome.fasta,">29835 3199 19084 2220+,...,13836-"
1416,Cryptococcus_neoformans_draft_genome.fasta,">31613 3190 19323 11149-,...,25450-"
1417,Cryptococcus_neoformans_draft_genome.fasta,">35335 3188 19790 31028+,22118+,32360+"
1418,Cryptococcus_neoformans_draft_genome.fasta,">32913 3177 18965 23083+,25097-"
1419,Cryptococcus_neoformans_draft_genome.fasta,">33949 3171 32691 6553+,9986-"
1420,Cryptococcus_neoformans_draft_genome.fasta,">33032 3168 19225 25975-,28082-,28237+"
1421,Cryptococcus_neoformans_draft_genome.fasta,">33885 3166 59073 5479+,...,15071-"
1422,Cryptococcus_neoformans_draft_genome.fasta,">32710 3165 20025 19970-,8872+,24497-"
1423,Cryptococcus_neoformans_draft_genome.fasta,">32261 3159 20744 15916+,18969-"
1424,Cryptococcus_neoformans_draft_genome.fasta,>14843 3153 18383
1425,Cryptococcus_neoformans_draft_genome.fasta,">31932 3135 19817 13272+,...,23309+"
1426,Cryptococcus_neoformans_draft_genome.fasta,">31258 3134 18929 9038-,...,15586-"
1427,Cryptococcus_neoformans_draft_genome.fasta,">35595 3133 18242 32317-,14255+"
1428,Cryptococcus_neoformans_draft_genome.fasta,">31351 3130 18133 9495+,16626-"
1429,Cryptococcus_neoformans_draft_genome.fasta,">35158 3129 21262 30053+,...,31451-"
1430,Cryptococcus_neoformans_draft_genome.fasta,">34343 3123 18772 15231+,...,2058+"
1431,Cryptococcus_neoformans_draft_genome.fasta,">35188 3121 18978 30204+,...,8094+"
1432,Cryptococcus_neoformans_draft_genome.fasta,">32314 3116 19322 16275-,21740+"
1433,Cryptococcus_neoformans_draft_genome.fasta,">33853 3113 53470 4726+,...,8028-"
1434,Cryptococcus_neoformans_draft_genome.fasta,">33725 3111 22003 1796+,...,29998+"
1435,Cryptococcus_neoformans_draft_genome.fasta,">34014 3096 34671 8028+,14746-,1377+"
1436,Cryptococcus_neoformans_draft_genome.fasta,">35813 3087 48710 2814+,...,1006-"
1437,Cryptococcus_neoformans_draft_genome.fasta,">34744 3082 32497 23624-,13028-,30490+"
1438,Cryptococcus_neoformans_draft_genome.fasta,">34412 3071 19344 16700+,33336+,31866+"
1439,Cryptococcus_neoformans_draft_genome.fasta,>7618 3065 18731
1440,Cryptococcus_neoformans_draft_genome.fasta,">33701 3060 18959 1281+,9942+,28019+"
1441,Cryptococcus_neoformans_draft_genome.fasta,">34747 3060 47570 23677-,...,5725-"
1442,Cryptococcus_neoformans_draft_genome.fasta,>16608 3056 18652
1443,Cryptococcus_neoformans_draft_genome.fasta,">34745 3056 20162 23657+,16426+,7769+"
1444,Cryptococcus_neoformans_draft_genome.fasta,">34794 3022 18518 24852-,...,29521-"
1445,Cryptococcus_neoformans_draft_genome.fasta,">33789 3015 16882 3239+,29932+"
1446,Cryptococcus_neoformans_draft_genome.fasta,">32024 3002 19610 13897+,...,24676+"
1447,Cryptococcus_neoformans_draft_genome.fasta,">31676 2996 18210 11505-,25460+,13788+"
1448,Cryptococcus_neoformans_draft_genome.fasta,">33914 2994 16493 5896-,...,30984-"
1449,Cryptococcus_neoformans_draft_genome.fasta,">30804 2993 29451 6600-,...,9577-"
1450,Cryptococcus_neoformans_draft_genome.fasta,">34548 2989 16685 19620+,33390+,30916+"
1451,Cryptococcus_neoformans_draft_genome.fasta,>12323 2986 19068
1452,Cryptococcus_neoformans_draft_genome.fasta,">35258 2984 19200 30611+,...,1338+"
1453,Cryptococcus_neoformans_draft_genome.fasta,">33997 2977 16345 7790+,32570-"
1454,Cryptococcus_neoformans_draft_genome.fasta,">34344 2970 20522 15244-,...,17331-"
1455,Cryptococcus_neoformans_draft_genome.fasta,">34642 2953 39169 21773+,...,22981+"
1456,Cryptococcus_neoformans_draft_genome.fasta,">35228 2935 17652 30467+,11109+"
1457,Cryptococcus_neoformans_draft_genome.fasta,">35454 2932 17322 31595+,6844+"
1458,Cryptococcus_neoformans_draft_genome.fasta,">35094 2921 17064 29739+,14509+"
1459,Cryptococcus_neoformans_draft_genome.fasta,">29704 2917 18277 1721+,14186-"
1460,Cryptococcus_neoformans_draft_genome.fasta,">33993 2911 17322 7529-,30891+"
1461,Cryptococcus_neoformans_draft_genome.fasta,">30388 2907 18807 4596-,17443-"
1462,Cryptococcus_neoformans_draft_genome.fasta,">35409 2876 17330 31371-,...,30382+"
1463,Cryptococcus_neoformans_draft_genome.fasta,">35607 2858 17414 32378-,32220+"
1464,Cryptococcus_neoformans_draft_genome.fasta,>18036 2853 29304
1465,Cryptococcus_neoformans_draft_genome.fasta,">33926 2852 18847 6114+,21026+,8285+"
1466,Cryptococcus_neoformans_draft_genome.fasta,">35043 2852 19476 29551+,...,25614+"
1467,Cryptococcus_neoformans_draft_genome.fasta,">34328 2845 17393 14975+,30987-"
1468,Cryptococcus_neoformans_draft_genome.fasta,">35701 2839 18180 32772+,21461+,4426+"
1469,Cryptococcus_neoformans_draft_genome.fasta,">34729 2835 17347 23429+,...,18434+"
1470,Cryptococcus_neoformans_draft_genome.fasta,">32765 2829 16787 20628-,...,26943+"
1471,Cryptococcus_neoformans_draft_genome.fasta,">35684 2829 35344 32704-,6096+"
1472,Cryptococcus_neoformans_draft_genome.fasta,">33980 2813 17109 7295+,12276-,31699+"
1473,Cryptococcus_neoformans_draft_genome.fasta,">34421 2809 17643 16857-,30177+"
1474,Cryptococcus_neoformans_draft_genome.fasta,">35261 2808 16092 30642-,8257+"
1475,Cryptococcus_neoformans_draft_genome.fasta,">31844 2807 15218 12629+,11786-,22876+"
1476,Cryptococcus_neoformans_draft_genome.fasta,">32662 2802 17805 19442-,24322-"
1477,Cryptococcus_neoformans_draft_genome.fasta,">33965 2782 15150 6902-,4914+"
1478,Cryptococcus_neoformans_draft_genome.fasta,">31364 2781 16057 9606+,13173-,12907-"
1479,Cryptococcus_neoformans_draft_genome.fasta,">31546 2776 17222 10771-,...,26364-"
1480,Cryptococcus_neoformans_draft_genome.fasta,">35640 2770 36432 32507+,24216+"
1481,Cryptococcus_neoformans_draft_genome.fasta,">35192 2768 17916 30231+,...,32855-"
1482,Cryptococcus_neoformans_draft_genome.fasta,">34271 2753 19174 13670+,11727-,32369-"
1483,Cryptococcus_neoformans_draft_genome.fasta,">34306 2750 28303 14709+,31756-"
1484,Cryptococcus_neoformans_draft_genome.fasta,">35772 2748 22889 15071-,...,24408-"
1485,Cryptococcus_neoformans_draft_genome.fasta,">34679 2743 45606 22354-,...,23677-"
1486,Cryptococcus_neoformans_draft_genome.fasta,">35249 2743 16726 30568+,...,30391+"
1487,Cryptococcus_neoformans_draft_genome.fasta,">34918 2742 17141 27615+,30370-"
1488,Cryptococcus_neoformans_draft_genome.fasta,">30226 2729 17127 3766+,2538-,4227-"
1489,Cryptococcus_neoformans_draft_genome.fasta,>12069 2727 16072
1490,Cryptococcus_neoformans_draft_genome.fasta,">33832 2714 28328 4054+,30490-"
1491,Cryptococcus_neoformans_draft_genome.fasta,">31568 2687 16399 10862+,22738-,19553-"
1492,Cryptococcus_neoformans_draft_genome.fasta,">34165 2685 16424 11070+,...,13350+"
1493,Cryptococcus_neoformans_draft_genome.fasta,">34777 2676 15286 24370+,8902+"
1494,Cryptococcus_neoformans_draft_genome.fasta,">34589 2672 15578 20649+,...,22378+"
1495,Cryptococcus_neoformans_draft_genome.fasta,">32981 2666 15443 24548+,26208+"
1496,Cryptococcus_neoformans_draft_genome.fasta,">35098 2665 29325 29785+,...,8877+"
1497,Cryptococcus_neoformans_draft_genome.fasta,">35778 2664 51798 9444-,...,15946+"
1498,Cryptococcus_neoformans_draft_genome.fasta,">34237 2653 14185 12659-,6599+,33056-"
1499,Cryptococcus_neoformans_draft_genome.fasta,">34004 2646 13668 7943+,33204+,27602-"
1500,Cryptococcus_neoformans_draft_genome.fasta,">32795 2645 15124 20971+,21331+,26280-"
1501,Cryptococcus_neoformans_draft_genome.fasta,">32140 2642 14879 14887+,21025+"
1502,Cryptococcus_neoformans_draft_genome.fasta,">32554 2641 15448 18449-,...,19937-"
1503,Cryptococcus_neoformans_draft_genome.fasta,">34790 2634 18927 24624+,...,5039+"
1504,Cryptococcus_neoformans_draft_genome.fasta,">34785 2625 14916 24451+,18341+"
1505,Cryptococcus_neoformans_draft_genome.fasta,">30549 2610 14797 5383+,9588+"
1506,Cryptococcus_neoformans_draft_genome.fasta,">33784 2594 14459 3099+,...,11923+"
1507,Cryptococcus_neoformans_draft_genome.fasta,">33816 2590 16177 3616+,...,32763-"
1508,Cryptococcus_neoformans_draft_genome.fasta,">34129 2569 14982 10203+,10121+"
1509,Cryptococcus_neoformans_draft_genome.fasta,">32598 2557 15828 18760+,26998+,21927-"
1510,Cryptococcus_neoformans_draft_genome.fasta,">35006 2548 15621 29339+,17332+"
1511,Cryptococcus_neoformans_draft_genome.fasta,">35703 2545 50450 32777+,5170+"
1512,Cryptococcus_neoformans_draft_genome.fasta,">35820 2533 25675 30664+,...,20751+"
1513,Cryptococcus_neoformans_draft_genome.fasta,">34220 2531 43436 12330+,...,32743-"
1514,Cryptococcus_neoformans_draft_genome.fasta,">33903 2528 37311 5725-,...,13889-"
1515,Cryptococcus_neoformans_draft_genome.fasta,">34355 2525 16579 15395+,...,15840-"
1516,Cryptococcus_neoformans_draft_genome.fasta,">32942 2507 16367 23706-,13867+,27171+"
1517,Cryptococcus_neoformans_draft_genome.fasta,">29926 2506 14811 2578+,14708-,14149-"
1518,Cryptococcus_neoformans_draft_genome.fasta,">35474 2501 149955 31716+,...,19846-"
1519,Cryptococcus_neoformans_draft_genome.fasta,">34861 2492 18128 26338+,...,31915+"
1520,Cryptococcus_neoformans_draft_genome.fasta,">34244 2491 104099 12898+,...,5279+"
1521,Cryptococcus_neoformans_draft_genome.fasta,">34789 2490 57335 24583+,...,24962-"
1522,Cryptococcus_neoformans_draft_genome.fasta,">34550 2484 15544 19673+,...,30231+"
1523,Cryptococcus_neoformans_draft_genome.fasta,">35590 2470 14932 32293-,21344+,16150+"
1524,Cryptococcus_neoformans_draft_genome.fasta,">29964 2469 15503 2780+,13580+,18455-"
1525,Cryptococcus_neoformans_draft_genome.fasta,">33894 2469 14420 5648+,...,26193-"
1526,Cryptococcus_neoformans_draft_genome.fasta,">35719 2468 14337 32840+,17155-,30692+"
1527,Cryptococcus_neoformans_draft_genome.fasta,">35179 2467 16553 30148+,6655-,32976-"
1528,Cryptococcus_neoformans_draft_genome.fasta,">29748 2466 12947 1876-,12790-"
1529,Cryptococcus_neoformans_draft_genome.fasta,">34209 2460 15943 12064+,26664+"
1530,Cryptococcus_neoformans_draft_genome.fasta,">31452 2457 14510 10211-,23106+"
1531,Cryptococcus_neoformans_draft_genome.fasta,">35755 2456 16294 32993+,...,25965-"
1532,Cryptococcus_neoformans_draft_genome.fasta,">35746 2449 42494 32952+,21852+,31538-"
1533,Cryptococcus_neoformans_draft_genome.fasta,>16081 2448 15914
1534,Cryptococcus_neoformans_draft_genome.fasta,">29567 2447 15009 1214+,7661-,8158+"
1535,Cryptococcus_neoformans_draft_genome.fasta,">34098 2447 16355 9501-,...,10534-"
1536,Cryptococcus_neoformans_draft_genome.fasta,">31082 2445 15041 8039+,21629-"
1537,Cryptococcus_neoformans_draft_genome.fasta,">33854 2444 32879 4726-,...,30527+"
1538,Cryptococcus_neoformans_draft_genome.fasta,">34236 2443 15933 12633+,32475-,30129-"
1539,Cryptococcus_neoformans_draft_genome.fasta,">33659 2440 27995 450+,30328+"
1540,Cryptococcus_neoformans_draft_genome.fasta,">32752 2425 16024 20533-,21991-"
1541,Cryptococcus_neoformans_draft_genome.fasta,">34643 2413 60913 21796+,...,17255-"
1542,Cryptococcus_neoformans_draft_genome.fasta,">34256 2412 25004 13183+,16540-"
1543,Cryptococcus_neoformans_draft_genome.fasta,">30048 2411 13902 3108+,25954-"
1544,Cryptococcus_neoformans_draft_genome.fasta,">33828 2411 15082 3914+,...,23798+"
1545,Cryptococcus_neoformans_draft_genome.fasta,">35603 2409 13362 32352-,27282+"
1546,Cryptococcus_neoformans_draft_genome.fasta,">34986 2401 16637 29134+,...,22106-"
1547,Cryptococcus_neoformans_draft_genome.fasta,>17151 2389 13235
1548,Cryptococcus_neoformans_draft_genome.fasta,">35279 2387 12575 30735-,11273+,12885-"
1549,Cryptococcus_neoformans_draft_genome.fasta,>16473 2385 24246
1550,Cryptococcus_neoformans_draft_genome.fasta,">35582 2381 50755 32249-,...,540+"
1551,Cryptococcus_neoformans_draft_genome.fasta,">34872 2361 31618 26573-,...,21840-"
1552,Cryptococcus_neoformans_draft_genome.fasta,">33958 2356 19676 6762-,31269+,3730-"
1553,Cryptococcus_neoformans_draft_genome.fasta,">33750 2345 14995 2334+,...,28873-"
1554,Cryptococcus_neoformans_draft_genome.fasta,">33874 2345 96129 5279+,10048+"
1555,Cryptococcus_neoformans_draft_genome.fasta,">35752 2342 15314 32977-,19048+"
1556,Cryptococcus_neoformans_draft_genome.fasta,>1621 2333 14526
1557,Cryptococcus_neoformans_draft_genome.fasta,">33674 2330 32901 595+,...,19204-"
1558,Cryptococcus_neoformans_draft_genome.fasta,">33972 2328 20369 7088+,...,570+"
1559,Cryptococcus_neoformans_draft_genome.fasta,">34118 2328 19830 10031-,...,22770+"
1560,Cryptococcus_neoformans_draft_genome.fasta,">30220 2327 13649 3728+,...,11309-"
